,abstract,Tags
149,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
150,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue college of technology"
151,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
152,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
153,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
154,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
155,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
156,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
157,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
158,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
159,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
160,"purpose experiment to study the spectral characteristics separability corn , soybeans , oats , pasture a function growth stage cultural practice .","agriculture, corn, crop, crop science, fss, grass, helicopter mounted field spectrometer system, laboratory for applications of remote sensing, lars, remote sensing, soil, soil science, solar illumination, soybeans, spectral observations"
161,objective this experiment to provide data set can use an intermediate level extrapolation data collect contolled experimental plot field research station data collection satellite scanners .,"agriculture, barley, beat, crop, crop science, durum wheat, fss, lars, oats, remote sensing, soil, soil science, solar illumination, soybeans, spectral observations, spring wheat, sugar, sunflower"
162,purpose this experiment to study relationship soil reflectance soil moisture ( tension ) .,"agriculture, determining moisture content, exotech 20c-sw, ge-dxw lamp illumination, lars, remote sensing, soil, soil reflectance, soil science, spectral observations, spectrometer, specular reflectivity"
163,purpose this experiment to characterize soybean field reflectance various view illumination angle by its physical agronomic attribute .,"agriculture, crop, crop science, exotech 100, lars, leaf transmittance, radiometer, reflectance, remote sensing, soil, soil science, soybeans, spectral observations"
164,"objectives this experiment to determine threshold early season spectral detection corn , spectral response corn a function growth amount vegetation , the effect soil background differences .","agriculture, corn, crop science, exotech 100, lars, radiometer, soil, soil science, spectral observations"
165,"objectives this experiment to determine threshold early season spectral detection soybeans , spectral response soybeans a function growth amount vegetation , the effect soil background difference .","agriculture, crop, exotech 100, lars, radiometer, remote sensing, soil, soybeans, spectral observations"
166,purpose this experiment to investigate effect disease ( rust ) the spectral response winter wheat .,"agriculture, crop, crop science, exotech 20c-sw, lars, remote sensing, soil science, spectral observations, spectrometer, winter wheat"
167,purpose to investigate effect disease nitrogen fertilization the spectral agronomic characteristics winter wheat .,"agriculture, crop, crop science, exotech 100, exotech 20c-sw, lars, radiometer, remote sensing, soil science, spectral observations, spectrometer, winter wheat"
168,calibration test,"agriculture, crop, crop science, exotech 100, exotech 20c-sw, lars, radiometer, reference panels, remote sensing, soil science, spectral observations, spectrometer"
169,"purpose this experiment to obtain data crop than corn , soybeans , winter wheat may similar spectral characteristics .","agriculture, crop science, exotech 100, lars, radiometer, remote sensing, soil science, spectral observations, sunflower"
170,overall objective this experiment to determine model effect row row direction ( shadow ) the reflectance soybean canopy a function solar azimuth zenith angle .,"3m flat black, 3m flat white, agriculture, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil, soil science, soybeans, spectral observations"
171,purpose experiment to study the variation the spectral characteristics varieties soybeans .,"agriculture, crop, crop science, exotech 100, lars, remote sensing, soil science, soybeans, spectral observations"
172,kathy latz soil study,"agriculture, agronomy, exotech 20c-sw, laboratory for applications of remote sensing (lars), lars, remote sensing, soil, soil science"
173,reference panel calibration,"agriculture, calibration, crop, crop science, exotech 20c-sw, lars, reflectance references, remote sensing, soil science, spectral observations, spectrometer"
174,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
175,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
176,"purpose experiment to study the spectral characteristics separability corn , soybeans , oats , pasture a function growth stage cultural practice .","agriculture, corn, crop, crop science, fss, grass, lars, oats, remote sensing, soil, soil science, solar illumination, soybeans, spectral observations, spectrometer"
177,"purpose experiment to study the spectral characteristics separability corn , soybeans , oats , pasture a function growth stage cultural practice .","agriculture, alfalfa, barley, corn, crop science, fss, grass, lars, oats, remote sensing, soil, soil science, spectral observations, spring wheat, sunflower, winter wheat"
178,experiment a limit study the effect deficits plant available moisture the spectral characteristics corn canopy .,"agriculture, corn, crop, crop science, exotech 20c-sw, lars, remote sensing, soil science, spectral observations, spectrometer"
179,specific objectives experiment to determine the threshold spectral detection nitrogen deficiency to determine kind magnitude change reflectance thermal response a function level nitrogen nutrition .,"agriculture, corn, crop, crop science, exotech 20c-sw, lars, remote sensing, soil science, solar illumination, spectral observations, spectrometer"
180,"objectives this experiment to determine ( 1 ) threshold early season spectral detection corn , ( 2 ) spectral response corn a function growth amount vegetation , ( 3 ) effect soil background differences .","agriculture, corn, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil, soil science, solar illumination, spectral observations"
181,"objectives this experiment to determine threshold early season spectral detection soybeans , spectral response soybeans a function growth amount vegetation , the effect soil background differences .","agriculture, crop, crop science, exotech 100, exotech 20c-sw, lars, radiometer, remote sensing, soil, soil science, solar illumination, soybeans, spectral observations, spectrometer"
182,specific objectives experiment determine the relationship disease severity level to the spectral characteristics corn .,"agriculture, crop, crop science, exotech 20c-sw, lars, remote sensing, soil science, solar illumination, soybeans, spectral observations, spectrometer"
183,purpose this experiment to investigate effect disease nitrogen fertilization the spectral agronomic characteristics winter wheat .,"agriculture, crop, crop science, exotech 100, exotech 20c-sw, lars, radiometer, remote sensing, soil, soil science, spectral observations, spectrometer, winter wheat"
184,"purpose this experiment to determine effect soil background ( soil color , soil moisture , soil roughness ) the spectral response corn .","agriculture, corn, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations"
185,collection reference data calibration,"agriculture, calibration, crop, crop science, exotech 20c-sw, lars, reflectance references, remote sensing, soil science, solar illumination, spectral observations, spectrometer"
186,"purpose this experiment to obtain data crop than corn , soybeans , winter wheat may similar spectral characteristics .","agriculture, alfalfa, crop, crop science, exotech 100, exotech 20c-sw, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations, spectrometer, sunflower"
187,"objective experiment to determine the effect row row direction , variables the area cultural practice , the reflective response a soybean canopy a function azimuth zenith sun angle .","agriculture, corn, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations"
188,"object the experiment determine the canopy reflectance vary a function height the crop , particularly , minimum height need to acquire repeatable reflectance measurements .","agriculture, corn, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil science, solar illumination, soybeans, spectral observations"
189,purdue agronomy farm corn leaf nitrogen,"agriculture, corn, crop, crop science, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations"
190,liovando da costa soil ( 791901 791902 ),"agriculture, exotech 20c-sw, ge-dxw lamp illumination, laboratory for applications of remote sensing, lars, remote sensing, soil, soil, soil science, spectral observations, spectrometer"
191,objective this experiment to provide data set can use an intermediate level extrapolation data collect control experimental plot field research station data collection satellite scanners .,"agriculture, alfalfa, barley, corn, crop, crop science, fss, grass, lars, oats, remote sensing, rye, soil, soil science, solar illumination, spectral observations, spectrometer, spring wheat, winter wheat"
192,oscar montgomery soil,"agriculture, exotech 20c-sw, ge-dxw lamp illumination, lars, remote sensing, soil, soil science, spectral observations, spectrometer"
193,dr. peterson 's 'bob beck ' soil,"agriculture, exotech 20c-sw, ge-dxw lamp illumination, lars, remote sensing, soil, soil science, spectral observations"
194,general objective define quantitatively relationships soil reflectance physiochemical properties soil significance to agriculture engineer .,"agriculture, exotech 20c-sw, ge-dxw lamp illumination, lars, remote sensing, soil, soil science, spectral observations, spectrometer"
195,purpose this experiment to examine effect moisture stress the reflectance radiant temperatures corn .,"agriculture, corn, crop, crop science, exotech 100, exotech 20c-sw, lars, remote sensing, soil science, solar illumination, spectral observations, spectrometer"
196,specific objectives experiment to determine the threshold spectral detection nitrogen deficiency determine kind magnitude change reflectance thermal response a function level nitrogen nutrition .,"agriculture, corn, crop, crop science, exotech 100, exotech 20c-sw, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations, spectrometer"
197,purpose this experiment to examine effect different level soil phosphorous potassium the reflectance radiant temperatures corn .,"agriculture, corn, crop, crop science, exotech 100, exotech 20c-sw, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations, spectrometer"
198,purpose this experiment to examine effect different level soil phosphorous potassium the reflectance radiant temperatures soybeans .,"agriculture, corn, crop, crop science, exotech 100, exotech 20c-sw, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations, spectrometer"
199,purpose this experiment to examine effect important cultural/management practice the reflectance soybeans .,"agriculture, crop, crop science, exotech 100, exotech 20c-sw, lars, radiometer, remote sensing, soil science, solar illumination, soybeans, spectral observations, spectrometer"
200,calibration data,"agronomy, calibration, crop, crop science, exotech 20c-sw, lars, reflectance references, remote sensing, soil science, solar illumination, spectral observations, spectrometer"
201,purpose this experiment to examine effect soil background ( soil moisture ) the spectral response corn .,"agriculture, corn, crop, crop science, exotech 20c-sw, lars, remote sensing, soil science, solar illumination, spectral observations, spectrometer"
202,reference calibration panel,"agriculture, calibration, crop, crop science, exotech 20c-sw, ge-dxw lamp illumination, lars, reference panels, remote sensing, soil science, spectral observations, spectrometer"
203,objective this experiment to provide data set can use an intermediate level extrapolation data collect conrtolled experimental plot field research station data collection satellite scanners .,"agriculture, alfalfa, corn, crop, crop science, fss, grass, lars, remote sensing, soil, soil science, solar illumination, sorghum, soybeans, spectral observations, spectrometer, winter wheat"
204,calibration north dakota test site,"agriculture, crop, crop science, exotech 20c-sw, gray panel 1, gray panel 2, gray panel 3, gray panel 4, gray panel 5, lars, paintedbaso4, reference panels, reference, remote sensing, soil science, solar illumination, spectral observations, spectrometer"
205,objective this experiment to determine spectral separability various small grain .,"agriculture, barley, crop, crop science, durum, exotech 20c-sw, lars, oats, remote sensing, soil science, solar illumination, spectral observations, spectrometer, spring wheat"
206,"objective this factorial experiment to quantify major variables affect wheat growth , development yield in turn affect spectral response .","agriculture, crop, crop science, exotech 20c-sw, lars, remote sensing, soil science, solar illumination, spectral observations, spring wheat"
207,objective this experiment to provide additional information the interaction amount vegetative cover spectral response .,"agriculture, crop, crop science, exotech 20c-sw, lars, remote sensing, soil science, solar illumination, spectral observations, spectrometer, spring wheat"
208,experiment determine spectral separability wheat other cover type common to western north dakota .,"agriculture, alfalfa, crop, crop science, exotech 20c-sw, grass, lars, remote sensing, soil, soil science, solar illumination, spectral observations, spectrometer, winter wheat"
209,angle model,"agriculture, crop, crop science, exotech 20c-sw, lars, remote sensing, soil science, solar illumination, spectral observations, spectrometer, spring wheat"
210,objective this experiment to provide data set can use an intermediate level extrapolation data collect control experimental plot field research station data collection satellite scanners .,"agriculture, crop, crop science, fss, grass, lars, oats, remote sensing, rye, safflower, soil, soil science, solar illumination, spectral observations, spectrometer, spring wheat"
211,clay moisture measurements .,"agriculture, crop science, exotech 20c-sw, ge-dxw lamp illumination, lars, remote sensing, soil, soil science, spectral observations, spectrometer"
212,study undertake evaluate indot 's current culvert asset management practice . technical report video summarize find this evaluation conclude make recommendations process improvements .,"civil engineering, culvert inspection, purdue university"
213,"present family thermodynamically consistent physical formulation efficient numerical algorithm simulate mixture n ( n & gt ; = 2 ) immiscible incompressible fluids give densities , dynamic viscosities ...","applied mathematics, computational physics, general order parameters, mathematics, multiphase flows, n-phase flow, pairwise surface tension, phase field, physics, spectral element, surface tension"
214,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
215,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
216,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
217,present family energy-stable open boundary condition an associate numerical algorithm incompressible flow simulations . open boundary condition ensure energy stability the system .,"backflow instability, energy stability, energy-stable boundary conditions, mathematics, navier-stokes, open boundary condition, outflow, outflow boundary condition, physics, spectral element method, unbounded domain, velocity correction"
218,objective this experiment to provide data set can use an intermediate level extrapolation data collect control experimental plot field research station data collection satellite scanners,"agriculture, crop, crop science, fss, grass, lars, oats, remote sensing, soil, soil science, solar illumination, spectral observations, spectrometer, spring wheat"
219,objective this experiment to provide data set can use an intermediate level extrapolation data collect control experimental plot field research station data collection satellite scanners .,"agriculture, crop, crop science, fss, grass, lars, oats, remote sensing, soil, soil science, solar illumination, spectral observations, spectrometer, spring wheat"
220,objective this experiment to provide data set can use an intermediate level extrapolation data collect control experimental plot field research station data collection satellite scanners .,"agriculture, alfalfa, barley, corn, crop, crop science, fss, grass, lars, oats, remote sensing, soil, soil science, solar illumination, spectral observations, spectrometer, spring wheat, winter wheat"
221,objective this experiment to provide data set can use an intermediate level extrapolation data collect control experimental plot field research station data collection satellite scanners .,"agriculture, alfalfa, barley, corn, crop, crop science, flax, fss, grass, lars, oats, remote sensing, rye, soil, soil science, solar illumination, spectral observations, spectrometer, spring wheat, tree, winter wheat"
222,objective this experiment to determine spectral separability various small grain .,"agriculture, barley, crop, crop science, durum, exotech 20c-sw, lars, oats, remote sensing, soil science, solar illumination, spectral observations, spectrometer, spring wheat"
223,objective this experiment to provide data set can use an intermediate level extrapolation data collect control experimental plot field research station data collection satellite scanners .,"agriculture, alfalfa, corn, crop, crop science, fss, grass, lars, remote sensing, soil, soil science, solar illumination, sorghum, soybeans, spectral observations, spectrometer, winter wheat"
224,objective this experiment to provide data set can use an intermediate level extrapolation data collect control experimental plot field research station data collection satellite scanners .,"agriculture, corn, crop, crop science, fss, lars, remote sensing, soil, soil science, solar illumination, sorghum, soybeans, spectral observations, spectrometer, winter wheat"
225,calibration test,"agriculture, crop, crop science, exotech 100, exotech 20c-sw, lars, reflectance references, remote sensing, soil science, solar illumination, spectral observations, spectrometer"
226,calibration test,"agriculture, calibration, crop, crop science, exotech 20c-sw, gray panel 1, gray panel 2, gray panel 3, gray panel 4, gray panel 5, lars, paintedbaso4, reference panels, remote sensing, soil science, solar illumination, spectral observations, spectrometer"
227,"objective this factorial experiment to quantify major variables affect wheat growth , development yield in turn affect spectral response .","agriculture, crop, crop science, exotech 20c-sw, lars, remote sensing, soil science, solar illumination, spectral observations, spectrometer, spring wheat"
228,objective this experiment to provide additional information the interaction amount vegetative cover spectral response .,"agriculture, crop, crop science, exotech 20c-sw, lars, remote sensing, soil science, solar illumination, spectral observations, spectrometer, spring wheat"
229,purpose this experiment to characterize spring wheat canopy reflectance various view illumination angle by its physical agronomic attribute .,"agriculture, crop, crop science, exotech 20c-sw, lars, remote sensing, soil science, solar illumination, spectral observations, spectrometer, spring wheat"
230,purpose this experiment determine spectral separability spring wheat other cover type common to western north dakota .,"agriculture, alfalfa, crop, crop science, exotech 20c-sw, grass, lars, remote sensing, soil, soil science, solar illumination, spectral observations, spectrometer, winter wheat"
231,multiple-choice instrument design assess elementary school students ’ identity development engineer .,"education, elementary student assessment, engineering education"
232,objective this experiment to determine various small grain be discriminate each base their spectral reflectance .,"agriculture, barley, crop, crop science, durum, exotech 100, exotech 20c-sw, lars, oats, radiometer, remote sensing, soil science, solar illumination, spectral observations, spectrometer, spring wheat"
233,"objective this factorial experiment to quantify effect spectral response the major variables affect wheat growth , development yield .","agriculture, crop, crop science, exotech 100, exotech 20c-sw, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations, spectrometer, spring wheat"
234,purpose this experiment determine spectral separability spring wheat other cover type common to western north dakota .,"agriculture, crop, crop science, exotech 100, exotech 20c-sw, lars, radiometer, remote sensing, soil, soil science, solar illumination, spectral observations, spectrometer, winter wheat"
235,"supplementary material the publication entitle “ impact the mll1 morphemes codon utilization preservation cpg islands. ” bina , , wyss p. biopolymers press .","biochemistry, bioinformatics, chemistry, coding sequences, codon bias, codon selection, codon utilization, cpg islands, exon, exons, genomics, human genome, mll1 morphemes in cdss, mll1 morphemes in exons, morphemes mll1, overlapping codes, regulatory codes in dna, trithorax response elements"
236,kansas fsas calibration test,"agriculture, crop, crop science, interferometer, jsc fsas, lars, reflectance references, remote sensing, soil science, solar illumination, spectral observations, spectrometer"
237,objective this experiment to determine various small grain be discriminate each base their spectral reflectance .,"agriculture, barley, crop, crop science, jsc fsas, lars, remote sensing, rye, soil science, solar illumination, spectral observations, spectrometer, triticale, winter wheat"
238,kansas crop,"agriculture, alfalfa, crop, crop science, fallow, lars, remote sensing, soil science, solar illumination, spectral observations, spectrometer"
239,general objective define quantitatively relationships soil reflectance physiochemical properties soil significance to agriculture engineer .,"agriculture, chalmers, exotech 20c-sw, fincastle, lars, remote sensing, soil, soil science, solar illumination, spectral observations, spectrometer"
240,reference panel calibration test,"agriculture, crop, crop science, exotech 20c-sw, ge-dxw lamp illumination, lars, reflectance references, remote sensing, soil science, spectral observations, spectrometer"
241,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
242,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
243,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
244,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
245,"data set include participants ' identification number ( user id ) , participants ' assign password policy identification number ( policy id ) , seven iterations passwords ( password 1-7 ) .","computer science, longitudinal  study, password analysis, password policies, passwords, real-world passwords"
246,purdue agronomy farm corn hybrid test,"agriculture, corn, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations"
247,objective this experiment to provide data set can use an intermediate level extrapolation data collect control experimental plot field research station data collection satellite scanners .,"agriculture, corn, crop, crop science, fss, grass, lars, remote sensing, soil, soil science, solar illumination, soybeans, spectral observations, spectrometer"
248,objective this experiment to provide data set can use an intermediate level extrapolation data collect control experimental plot field research station data collection satellite scanners,"agriculture, barley, corn, crop, crop science, durum wheat, fss, lars, oats, remote sensing, soil science, solar illumination, soybeans, spectral observations, spring wheat, sugar beets, sunflower"
249,spectral observation the farm corn hybrid,"agriculture, corn, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations"
250,objectives this experiment to determine threshold early season spectral detection corn the spectral response corn a function growth amount vegetation .,"agriculture, barnes 12-1000, corn, crop, crop science, exotech 100, lars, radiometer, soil, soil science, solar illumination"
251,spectral observations the farm soybean cultural practice,"agriculture, barnes 12-1000, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil, soil science, solar illumination, soybeans, spectral observations"
252,purpose this experiment to investigate effect disease ( rust ) the spectral response winter wheat .,"agriculture, crop, crop science, exotech 20c-sw, lars, remote sensing, soil science, solar illumination, spectral observations, spectrometer, winter wheat"
253,spectral observations farm soybean varieties,"agriculture, barnes 12-1000, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil science, solar illumination, soybeans, spectral observations"
254,spectral observations the farm sunflower cultural practice,"agriculture, barnes 12-1000, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations, sunflower"
255,spectral observations the farm sorghum cultural practice purdue .,"agriculture, barnes 12-1000, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil science, solar illumination, sorghum, spectral observations"
256,spectral observation,"3m flat black, 3m flat white, agriculture, barnes 12-1000, crop, crop science, lars, radiometer, remote sensing, soil, soil science, solar illumination, sorghum, soybeans, spectral observations"
257,spectral observations pierre adrien,"agriculture, crop science, exotech 20c-sw, ge-dxw lamp illumination, lars, remote sensing, soil, soil science, spectral observations, spectrometer"
258,spectral observations,"agriculture, alfalfa, crop, crop science, exotech 20c-sw, ge-dxw lamp illumination, lars, soil science, spectral observations, spectrometer"
259,purpose this experiment to characterize corn field reflectance various view illumination angle by its physical agronomic attribute .,"agriculture, barnes 12-1000, corn, crop, crop science, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations"
260,"objectives this experiment to determine ( 1 ) threshold early season spectral detection corn , ( 2 ) spectral response corn a function growth amount vegetation , ( 3 ) effect soil background differences .","agriculture, barnes 12-1000, corn, crop, crop science, exotech 100, lars, radiometer, soil, soil science, solar illumination"
261,spectral observations the farm soybean cultural practice,"agriculture, barnes 12-1000, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil, soil science, solar illumination, soybeans, spectral observations"
262,overall objectives this research the identification measurement corn crop canopy variables be relate crop growth final yield relationships those variables remotely sense canopy spectral reflectance .,"agriculture, barnes 12-1000, corn, crop, crop science, exotech 100, lars, radiometer, soil science, solar illumination"
263,spectral observations the farm sunflower cultural practice,"agriculture, barnes 12-1000, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations, sunflower"
264,spectral observations the farm sorghum cultural practice purdue .,"agriculture, barnes 12-1000, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil science, solar illumination, sorghum, spectral observations"
265,spectral observations the farm soil residue,"agriculture, barnes 12-1000, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil science, solar illumination, soybeans, spectral observations, wheat"
266,rock sample guillermo m. accame - influence the spectral reflectance properties,"agriculture, exotech 20c-sw, ge-dxw lamp illumination, lars, remote sensing, rock, soil, soil science, spectral observations, spectrometer"
267,calibration test,"agriculture, barnes 12-1000, calibration, crop, crop science, exotech 100, ge-dxw lamp illumination, lars, radiometer, reflectance references, remote sensing, soil science, spectral observations"
268,purpose this experiment to characterize wheat field reflectance various view illumination angle by its physical agronomic attribute .,"agriculture, barnes 12-1000, crop, crop science, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations, wheat"
269,overall objectives this research the identification measurement corn crop canopy variables be relate crop growth final yield relationships those variables remotely sense canopy spectral reflectance .,"agriculture, barnes 12-1000, corn, cro, crop, crop science, exotech 100, lars, radiometer, remote sensing, solar illumination, spectral observations"
270,"video supplement purdue university 's steel bridge research , inspection , train , engineer ( s-brite ) center report fatigue fracture library the inspection , evaluation , repair vehicular steel bridge .","civil engineering, fatigue crack growth, fatigue cracking, out-of-plane distortion cracking"
271,"video supplement purdue university 's steel bridge research , inspection , train , engineer ( s-brite ) center report & quot ; fatigue fracture library the inspection , evaluation , repair vehicular steel bridges. & quot ;","civil engineering, rivet, rivet removal, steel bridge retrofit"
272,"video supplement purdue university ’ steel bridge research , inspection , train , engineer ( s-brite ) center report & quot ; fatigue fracture library the inspection , evaluation , repair vehicular steel bridges. & quot ;","civil engineering, fatigue cracking, out-of-plane distortion cracking"
273,"video supplement purdue university ’ steel bridge research , inspection , train , engineer ( s-brite ) center report & quot ; fatigue fracture library the inspection , evaluation , repair vehicular steel bridges. & quot ;","brittle fracture, civil engineering, girder fracture"
274,"video supplement purdue university ’ steel bridge research , inspection , train , engineer ( s-brite ) center report & quot ; fatigue fracture library the inspection , evaluation , repair vehicular steel bridges. & quot ;","charpy impact testing, charpy v-notch test, civil engineering"
275,"video supplement purdue university ’ steel bridge research , inspection , train , engineer ( s-brite ) center report & quot ; fatigue fracture library the inspection , evaluation , repair vehicular steel bridges. & quot ;","charpy impact testing, civil engineering"
276,"video supplement purdue university ’ steel bridge research , inspection , train , engineer ( s-brite ) center report & quot ; fatigue fracture library the inspection , evaluation , repair vehicular steel bridges. & quot ;","brittle fracture, civil engineering, girder fracture, member-level redundancy"
277,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
278,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
279,"two iconic build purdue university campus , the engineer administration build the retire heat power plant-north , target demolition 2012 make way the construction the active learn center .","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university"
280,purpose this experiment to characterize soybean field .,"agriculture, barnes 12-1000, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil science, solar illumination, soybeans, spectral observations"
281,purdue agronomy farm alfalfa crop experiment,"agriculture, alfalfa, barnes 12-1000, crop, crop science, exotech 100, laboratory for applications of remote sensing, lars, radiometer, remote sensing, soil science, solar illumination, spectral observations"
282,spectral observations the farm sorghum cultural practice purdue .,"agriculture, barnes 12-1000, crop, crop science, exotech 100, lars, radiometer, remote sensing, soil science, solar illumination, sorghum, spectral observations"
283,ecuador soil experiment ( 831900 831901 ),"agriculture, crop science, exotech 20c-sw, ge-dxw lamp illumination, lars, remote sensing, soil, soil science, spectral observations, spectrometer"
284,purdue agronomy farm sorghum polarization test,"agriculture, crop, crop science, lars, remote sensing, soil science, solar illumination, sorghum, spectral observations"
285,r. norberto fernandez soil test,"agriculture, exotech 20c-sw, ge-dxw lamp illumination, lars, remote sensing, soil, soil science, spectral observations"
